name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,lane_cap,link_type,jam_density,wave_speed,demand_type_code,mode_code,network_design_flag,grade,geometry,original_geometry,map_matching_orientation_code,map_matching_loop_code
East Apache Boulevard,402560702,402560702_BA,,,10684,10382,Major arterial,1,0.06672,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939862,33.417034,0.0 -111.939837,33.416898,0.0 -111.939759,33.416562,0.0 -111.939617,33.416252,0.0 -111.939504,33.416070,0.0</coordinates></LineString>","<LineString><coordinates>-111.939851,33.417039,0.0 -111.939825,33.416902,0.0 -111.939747,33.416566,0.0 -111.939605,33.416256,0.0 -111.939492,33.416074,0.0</coordinates></LineString>",,,,
South Mill Avenue,402560705,402560705_AB,,,10685,10007,Major arterial,1,0.02402,1,40,900,4,190,12,,,"<LineString><coordinates>-111.940092,33.424691,0.0 -111.940091,33.424344,0.0</coordinates></LineString>","<LineString><coordinates>-111.940079,33.424691,0.0 -111.940079,33.424344,0.0</coordinates></LineString>",,,,
South Mill Avenue,402560705,402560705_BA,,,10007,10685,Major arterial,1,0.02402,1,40,900,4,190,12,,,"<LineString><coordinates>-111.940066,33.424344,0.0 -111.940066,33.424691,0.0</coordinates></LineString>","<LineString><coordinates>-111.940079,33.424344,0.0 -111.940079,33.424691,0.0</coordinates></LineString>",,,,
South Mill Avenue,402560706,402560706_AB,,,10045,10686,Major arterial,1,0.05543,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939951,33.427385,0.0 -111.939952,33.427491,0.0 -111.939952,33.427527,0.0 -111.939950,33.427579,0.0 -111.939949,33.428186,0.0</coordinates></LineString>","<LineString><coordinates>-111.939963,33.427385,0.0 -111.939964,33.427491,0.0 -111.939964,33.427527,0.0 -111.939962,33.427579,0.0 -111.939962,33.428187,0.0</coordinates></LineString>",,,,
South Mill Avenue,402560706,402560706_BA,,,10686,10045,Major arterial,1,0.05543,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939974,33.428187,0.0 -111.939975,33.427579,0.0 -111.939977,33.427527,0.0 -111.939977,33.427491,0.0 -111.939976,33.427385,0.0</coordinates></LineString>","<LineString><coordinates>-111.939962,33.428187,0.0 -111.939962,33.427579,0.0 -111.939964,33.427527,0.0 -111.939964,33.427491,0.0 -111.939963,33.427385,0.0</coordinates></LineString>",,,,
,417636073,417636073_AB,,,10687,10688,Major arterial,1,0.15042,1,40,900,4,190,12,,,"<LineString><coordinates>-111.946531,33.418236,0.0 -111.945777,33.418236,0.0 -111.944899,33.418236,0.0 -111.944864,33.418227,0.0 -111.944841,33.418211,0.0 -111.944826,33.418183,0.0 -111.944824,33.418154,0.0 -111.944824,33.417779,0.0 -111.944824,33.417300,0.0 -111.944824,33.416816,0.0 -111.944824,33.416061,0.0</coordinates></LineString>","<LineString><coordinates>-111.946521,33.418244,0.0 -111.945767,33.418244,0.0 -111.944889,33.418243,0.0 -111.944854,33.418234,0.0 -111.944831,33.418219,0.0 -111.944816,33.418191,0.0 -111.944814,33.418162,0.0 -111.944814,33.417787,0.0 -111.944814,33.417308,0.0 -111.944814,33.416824,0.0 -111.944814,33.416069,0.0</coordinates></LineString>",,,,
,417636073,417636073_BA,,,10688,10687,Major arterial,1,0.15042,1,40,900,4,190,12,,,"<LineString><coordinates>-111.944804,33.416077,0.0 -111.944804,33.416832,0.0 -111.944804,33.417316,0.0 -111.944804,33.417795,0.0 -111.944804,33.418170,0.0 -111.944806,33.418199,0.0 -111.944821,33.418227,0.0 -111.944844,33.418242,0.0 -111.944879,33.418251,0.0 -111.945757,33.418251,0.0 -111.946511,33.418252,0.0</coordinates></LineString>","<LineString><coordinates>-111.944814,33.416069,0.0 -111.944814,33.416824,0.0 -111.944814,33.417308,0.0 -111.944814,33.417787,0.0 -111.944814,33.418162,0.0 -111.944816,33.418191,0.0 -111.944831,33.418219,0.0 -111.944854,33.418234,0.0 -111.944889,33.418243,0.0 -111.945767,33.418244,0.0 -111.946521,33.418244,0.0</coordinates></LineString>",,,,
East Apache Boulevard,422266084,422266084_AB,,,10158,10689,Major arterial,1,0.00057,1,40,900,4,190,12,,,"<LineString><coordinates>-111.934959,33.414739,0.0 -111.936138,33.414731,0.0</coordinates></LineString>","<LineString><coordinates>-111.934959,33.414727,0.0 -111.936138,33.414718,0.0</coordinates></LineString>",,,,
East Apache Boulevard,422266084,422266084_BA,,,10689,10158,Major arterial,1,0.00057,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936138,33.414706,0.0 -111.934959,33.414714,0.0</coordinates></LineString>","<LineString><coordinates>-111.936138,33.414718,0.0 -111.934959,33.414727,0.0</coordinates></LineString>",,,,
East Apache Boulevard,422266087,422266087_AB,,,10690,10691,Major arterial,1,0.00172,1,40,900,4,190,12,,,"<LineString><coordinates>-111.932795,33.414777,0.0 -111.934212,33.414752,0.0</coordinates></LineString>","<LineString><coordinates>-111.932795,33.414764,0.0 -111.934212,33.414740,0.0</coordinates></LineString>",,,,
East Apache Boulevard,422266087,422266087_BA,,,10691,10690,Major arterial,1,0.00172,1,40,900,4,190,12,,,"<LineString><coordinates>-111.934212,33.414727,0.0 -111.932795,33.414752,0.0</coordinates></LineString>","<LineString><coordinates>-111.934212,33.414740,0.0 -111.932795,33.414764,0.0</coordinates></LineString>",,,,
South College Avenue,422266090,422266090_AB,,,10155,10158,Major arterial,1,0.09491,1,40,900,4,190,12,,,"<LineString><coordinates>-111.935058,33.416098,0.0 -111.934962,33.415889,0.0 -111.934963,33.415074,0.0 -111.934971,33.414726,0.0</coordinates></LineString>","<LineString><coordinates>-111.935045,33.416099,0.0 -111.934950,33.415889,0.0 -111.934950,33.415074,0.0 -111.934959,33.414727,0.0</coordinates></LineString>",,,,
South College Avenue,422266090,422266090_BA,,,10158,10155,Major arterial,1,0.09491,1,40,900,4,190,12,,,"<LineString><coordinates>-111.934946,33.414727,0.0 -111.934937,33.415075,0.0 -111.934937,33.415890,0.0 -111.935033,33.416099,0.0</coordinates></LineString>","<LineString><coordinates>-111.934959,33.414727,0.0 -111.934950,33.415074,0.0 -111.934950,33.415889,0.0 -111.935045,33.416099,0.0</coordinates></LineString>",,,,
,428666894,428666894_AB,,,10692,10693,Major arterial,1,0.04327,1,40,900,4,190,12,,,"<LineString><coordinates>-111.931281,33.429026,0.0 -111.931236,33.429132,0.0 -111.931013,33.429651,0.0</coordinates></LineString>","<LineString><coordinates>-111.931293,33.429031,0.0 -111.931248,33.429137,0.0 -111.931025,33.429656,0.0</coordinates></LineString>",,,,
,428666894,428666894_BA,,,10693,10692,Major arterial,1,0.04327,1,40,900,4,190,12,,,"<LineString><coordinates>-111.931037,33.429661,0.0 -111.931259,33.429142,0.0 -111.931304,33.429036,0.0</coordinates></LineString>","<LineString><coordinates>-111.931025,33.429656,0.0 -111.931248,33.429137,0.0 -111.931293,33.429031,0.0</coordinates></LineString>",,,,
South Mill Avenue,436789320,436789320_AB,,,10134,10147,Major arterial,1,0.02535,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939921,33.414649,0.0 -111.939914,33.414282,0.0</coordinates></LineString>","<LineString><coordinates>-111.939909,33.414649,0.0 -111.939902,33.414282,0.0</coordinates></LineString>",,,,
South Mill Avenue,436789320,436789320_BA,,,10147,10134,Major arterial,1,0.02535,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939889,33.414283,0.0 -111.939896,33.414649,0.0</coordinates></LineString>","<LineString><coordinates>-111.939902,33.414282,0.0 -111.939909,33.414649,0.0</coordinates></LineString>",,,,
South Mill Avenue,436789322,436789322_AB,,,10148,10694,Major arterial,1,0.02594,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939900,33.413039,0.0 -111.939899,33.412952,0.0 -111.939896,33.412664,0.0</coordinates></LineString>","<LineString><coordinates>-111.939887,33.413039,0.0 -111.939886,33.412952,0.0 -111.939883,33.412664,0.0</coordinates></LineString>",,,,
South Mill Avenue,436789322,436789322_BA,,,10694,10148,Major arterial,1,0.02594,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939871,33.412664,0.0 -111.939874,33.412952,0.0 -111.939874,33.413039,0.0</coordinates></LineString>","<LineString><coordinates>-111.939883,33.412664,0.0 -111.939886,33.412952,0.0 -111.939887,33.413039,0.0</coordinates></LineString>",,,,
South Mill Avenue,436789324,436789324_AB,,,10027,10133,Major arterial,1,0.11677,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939979,33.416798,0.0 -111.940002,33.416205,0.0 -111.939982,33.415110,0.0</coordinates></LineString>","<LineString><coordinates>-111.939967,33.416798,0.0 -111.939989,33.416205,0.0 -111.939969,33.415110,0.0</coordinates></LineString>",,,,
South Mill Avenue,436789324,436789324_BA,,,10133,10027,Major arterial,1,0.11677,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939956,33.415110,0.0 -111.939977,33.416205,0.0 -111.939954,33.416798,0.0</coordinates></LineString>","<LineString><coordinates>-111.939969,33.415110,0.0 -111.939989,33.416205,0.0 -111.939967,33.416798,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436789539,436789539_AB,,,10089,10608,Major arterial,1,0.00112,1,40,900,4,190,12,,,"<LineString><coordinates>-111.917704,33.414650,0.0 -111.917577,33.414651,0.0 -111.917123,33.414660,0.0 -111.916014,33.414669,0.0 -111.915875,33.414670,0.0 -111.915035,33.414671,0.0 -111.914751,33.414671,0.0 -111.914267,33.414669,0.0 -111.913639,33.414666,0.0</coordinates></LineString>","<LineString><coordinates>-111.917704,33.414662,0.0 -111.917577,33.414664,0.0 -111.917123,33.414672,0.0 -111.916014,33.414682,0.0 -111.915875,33.414682,0.0 -111.915036,33.414683,0.0 -111.914751,33.414684,0.0 -111.914267,33.414681,0.0 -111.913639,33.414679,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436789539,436789539_BA,,,10608,10089,Major arterial,1,0.00112,1,40,900,4,190,12,,,"<LineString><coordinates>-111.913639,33.414691,0.0 -111.914267,33.414694,0.0 -111.914751,33.414696,0.0 -111.915036,33.414696,0.0 -111.915875,33.414695,0.0 -111.916014,33.414694,0.0 -111.917123,33.414685,0.0 -111.917577,33.414677,0.0 -111.917704,33.414675,0.0</coordinates></LineString>","<LineString><coordinates>-111.913639,33.414679,0.0 -111.914267,33.414681,0.0 -111.914751,33.414684,0.0 -111.915036,33.414683,0.0 -111.915875,33.414682,0.0 -111.916014,33.414682,0.0 -111.917123,33.414672,0.0 -111.917577,33.414664,0.0 -111.917704,33.414662,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436789540,436789540_AB,,,10695,10696,Major arterial,1,0.00163,1,40,900,4,190,12,,,"<LineString><coordinates>-111.912339,33.414875,0.0 -111.912482,33.414869,0.0 -111.912590,33.414864,0.0 -111.913385,33.414851,0.0</coordinates></LineString>","<LineString><coordinates>-111.912338,33.414862,0.0 -111.912482,33.414856,0.0 -111.912589,33.414851,0.0 -111.913384,33.414839,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436789540,436789540_BA,,,10696,10695,Major arterial,1,0.00163,1,40,900,4,190,12,,,"<LineString><coordinates>-111.913384,33.414826,0.0 -111.912589,33.414838,0.0 -111.912482,33.414843,0.0 -111.912338,33.414850,0.0</coordinates></LineString>","<LineString><coordinates>-111.913384,33.414839,0.0 -111.912589,33.414851,0.0 -111.912482,33.414856,0.0 -111.912338,33.414862,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436789541,436789541_AB,,,10697,10089,Major arterial,1,0.00085,1,40,900,4,190,12,,,"<LineString><coordinates>-111.918644,33.414662,0.0 -111.917704,33.414650,0.0</coordinates></LineString>","<LineString><coordinates>-111.918644,33.414675,0.0 -111.917704,33.414662,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436789541,436789541_BA,,,10089,10697,Major arterial,1,0.00085,1,40,900,4,190,12,,,"<LineString><coordinates>-111.917704,33.414675,0.0 -111.918644,33.414687,0.0</coordinates></LineString>","<LineString><coordinates>-111.917704,33.414662,0.0 -111.918644,33.414675,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436789544,436789544_AB,,,10167,10163,Major arterial,1,0.00014,1,40,900,4,190,12,,,"<LineString><coordinates>-111.921249,33.414697,0.0 -111.920699,33.414693,0.0 -111.920448,33.414694,0.0</coordinates></LineString>","<LineString><coordinates>-111.921249,33.414709,0.0 -111.920699,33.414706,0.0 -111.920449,33.414707,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436789544,436789544_BA,,,10163,10167,Major arterial,1,0.00014,1,40,900,4,190,12,,,"<LineString><coordinates>-111.920448,33.414720,0.0 -111.920699,33.414719,0.0 -111.921249,33.414722,0.0</coordinates></LineString>","<LineString><coordinates>-111.920449,33.414707,0.0 -111.920699,33.414706,0.0 -111.921249,33.414709,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436789551,436789551_AB,,,10698,10699,Major arterial,1,0.00012,1,40,900,4,190,12,,,"<LineString><coordinates>-111.913378,33.414665,0.0 -111.912588,33.414662,0.0 -111.912476,33.414663,0.0</coordinates></LineString>","<LineString><coordinates>-111.913378,33.414678,0.0 -111.912588,33.414674,0.0 -111.912476,33.414676,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436789551,436789551_BA,,,10699,10698,Major arterial,1,0.00012,1,40,900,4,190,12,,,"<LineString><coordinates>-111.912476,33.414688,0.0 -111.912588,33.414687,0.0 -111.913378,33.414690,0.0</coordinates></LineString>","<LineString><coordinates>-111.912476,33.414676,0.0 -111.912588,33.414674,0.0 -111.913378,33.414678,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436789576,436789576_AB,,,10163,10697,Major arterial,1,0.00223,1,40,900,4,190,12,,,"<LineString><coordinates>-111.920449,33.414694,0.0 -111.920157,33.414692,0.0 -111.919156,33.414684,0.0 -111.918821,33.414666,0.0 -111.918778,33.414664,0.0 -111.918644,33.414662,0.0</coordinates></LineString>","<LineString><coordinates>-111.920449,33.414707,0.0 -111.920157,33.414705,0.0 -111.919156,33.414696,0.0 -111.918821,33.414679,0.0 -111.918778,33.414677,0.0 -111.918644,33.414675,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436789576,436789576_BA,,,10697,10163,Major arterial,1,0.00223,1,40,900,4,190,12,,,"<LineString><coordinates>-111.918643,33.414687,0.0 -111.918777,33.414689,0.0 -111.918821,33.414692,0.0 -111.919156,33.414709,0.0 -111.920156,33.414717,0.0 -111.920448,33.414720,0.0</coordinates></LineString>","<LineString><coordinates>-111.918644,33.414675,0.0 -111.918778,33.414677,0.0 -111.918821,33.414679,0.0 -111.919156,33.414696,0.0 -111.920157,33.414705,0.0 -111.920449,33.414707,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436789584,436789584_AB,,,10700,10164,Major arterial,1,0.00174,1,40,900,4,190,12,,,"<LineString><coordinates>-111.918992,33.414874,0.0 -111.919195,33.414880,0.0 -111.919466,33.414890,0.0 -111.919626,33.414896,0.0 -111.920063,33.414900,0.0 -111.920306,33.414895,0.0 -111.920387,33.414899,0.0</coordinates></LineString>","<LineString><coordinates>-111.918992,33.414861,0.0 -111.919195,33.414868,0.0 -111.919466,33.414878,0.0 -111.919627,33.414883,0.0 -111.920064,33.414888,0.0 -111.920306,33.414883,0.0 -111.920387,33.414887,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436789584,436789584_BA,,,10164,10700,Major arterial,1,0.00174,1,40,900,4,190,12,,,"<LineString><coordinates>-111.920387,33.414874,0.0 -111.920306,33.414870,0.0 -111.920064,33.414875,0.0 -111.919627,33.414871,0.0 -111.919467,33.414865,0.0 -111.919196,33.414855,0.0 -111.918993,33.414849,0.0</coordinates></LineString>","<LineString><coordinates>-111.920387,33.414887,0.0 -111.920306,33.414883,0.0 -111.920064,33.414888,0.0 -111.919627,33.414883,0.0 -111.919466,33.414878,0.0 -111.919195,33.414868,0.0 -111.918992,33.414861,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790482,436790482_AB,,,10689,10381,Major arterial,1,0.00022,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936138,33.414731,0.0 -111.936607,33.414728,0.0</coordinates></LineString>","<LineString><coordinates>-111.936138,33.414718,0.0 -111.936607,33.414715,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790482,436790482_BA,,,10381,10689,Major arterial,1,0.00022,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936607,33.414703,0.0 -111.936138,33.414706,0.0</coordinates></LineString>","<LineString><coordinates>-111.936607,33.414715,0.0 -111.936138,33.414718,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790483,436790483_AB,,,10028,10078,Major arterial,1,0.00077,1,40,900,4,190,12,,,"<LineString><coordinates>-111.937021,33.414615,0.0 -111.936609,33.414604,0.0</coordinates></LineString>","<LineString><coordinates>-111.937021,33.414627,0.0 -111.936609,33.414616,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790483,436790483_BA,,,10078,10028,Major arterial,1,0.00077,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936609,33.414629,0.0 -111.937021,33.414640,0.0</coordinates></LineString>","<LineString><coordinates>-111.936609,33.414616,0.0 -111.937021,33.414627,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790484,436790484_AB,,,10701,10702,Major arterial,1,0.00071,1,40,900,4,190,12,,,"<LineString><coordinates>-111.931480,33.414669,0.0 -111.930650,33.414679,0.0</coordinates></LineString>","<LineString><coordinates>-111.931480,33.414682,0.0 -111.930650,33.414692,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790484,436790484_BA,,,10702,10701,Major arterial,1,0.00071,1,40,900,4,190,12,,,"<LineString><coordinates>-111.930650,33.414705,0.0 -111.931480,33.414694,0.0</coordinates></LineString>","<LineString><coordinates>-111.930650,33.414692,0.0 -111.931480,33.414682,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790485,436790485_AB,,,10703,10704,Major arterial,1,0.0002,1,40,900,4,190,12,,,"<LineString><coordinates>-111.930015,33.414807,0.0 -111.930652,33.414804,0.0</coordinates></LineString>","<LineString><coordinates>-111.930015,33.414794,0.0 -111.930652,33.414791,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790485,436790485_BA,,,10704,10703,Major arterial,1,0.0002,1,40,900,4,190,12,,,"<LineString><coordinates>-111.930652,33.414778,0.0 -111.930015,33.414781,0.0</coordinates></LineString>","<LineString><coordinates>-111.930652,33.414791,0.0 -111.930015,33.414794,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790486,436790486_AB,,,10705,10706,Major arterial,1,0.00075,1,40,900,4,190,12,,,"<LineString><coordinates>-111.933526,33.414642,0.0 -111.932795,33.414653,0.0</coordinates></LineString>","<LineString><coordinates>-111.933526,33.414654,0.0 -111.932795,33.414665,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790486,436790486_BA,,,10706,10705,Major arterial,1,0.00075,1,40,900,4,190,12,,,"<LineString><coordinates>-111.932795,33.414678,0.0 -111.933526,33.414667,0.0</coordinates></LineString>","<LineString><coordinates>-111.932795,33.414665,0.0 -111.933526,33.414654,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790487,436790487_AB,,,10704,10707,Major arterial,1,0.00134,1,40,900,4,190,12,,,"<LineString><coordinates>-111.930652,33.414804,0.0 -111.932218,33.414784,0.0</coordinates></LineString>","<LineString><coordinates>-111.930652,33.414791,0.0 -111.932218,33.414772,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790487,436790487_BA,,,10707,10704,Major arterial,1,0.00134,1,40,900,4,190,12,,,"<LineString><coordinates>-111.932218,33.414759,0.0 -111.930652,33.414778,0.0</coordinates></LineString>","<LineString><coordinates>-111.932218,33.414772,0.0 -111.930652,33.414791,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790488,436790488_AB,,,10691,10158,Major arterial,1,0.00091,1,40,900,4,190,12,,,"<LineString><coordinates>-111.934212,33.414752,0.0 -111.934959,33.414739,0.0</coordinates></LineString>","<LineString><coordinates>-111.934212,33.414740,0.0 -111.934959,33.414727,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790488,436790488_BA,,,10158,10691,Major arterial,1,0.00091,1,40,900,4,190,12,,,"<LineString><coordinates>-111.934958,33.414714,0.0 -111.934212,33.414727,0.0</coordinates></LineString>","<LineString><coordinates>-111.934959,33.414727,0.0 -111.934212,33.414740,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790489,436790489_AB,,,10707,10690,Major arterial,1,0.00049,1,40,900,4,190,12,,,"<LineString><coordinates>-111.932218,33.414784,0.0 -111.932714,33.414778,0.0 -111.932795,33.414777,0.0</coordinates></LineString>","<LineString><coordinates>-111.932218,33.414772,0.0 -111.932715,33.414766,0.0 -111.932795,33.414764,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790489,436790489_BA,,,10690,10707,Major arterial,1,0.00049,1,40,900,4,190,12,,,"<LineString><coordinates>-111.932795,33.414752,0.0 -111.932714,33.414753,0.0 -111.932218,33.414759,0.0</coordinates></LineString>","<LineString><coordinates>-111.932795,33.414764,0.0 -111.932715,33.414766,0.0 -111.932218,33.414772,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790490,436790490_AB,,,10708,10166,Major arterial,1,0.0002,1,40,900,4,190,12,,,"<LineString><coordinates>-111.926752,33.414700,0.0 -111.926486,33.414703,0.0 -111.926293,33.414703,0.0</coordinates></LineString>","<LineString><coordinates>-111.926752,33.414713,0.0 -111.926486,33.414716,0.0 -111.926293,33.414716,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790490,436790490_BA,,,10166,10708,Major arterial,1,0.0002,1,40,900,4,190,12,,,"<LineString><coordinates>-111.926293,33.414728,0.0 -111.926486,33.414728,0.0 -111.926752,33.414725,0.0</coordinates></LineString>","<LineString><coordinates>-111.926293,33.414716,0.0 -111.926486,33.414716,0.0 -111.926752,33.414713,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790491,436790491_AB,,,10165,10709,Major arterial,1,0.00008,1,40,900,4,190,12,,,"<LineString><coordinates>-111.925883,33.414828,0.0 -111.926112,33.414828,0.0 -111.926288,33.414830,0.0</coordinates></LineString>","<LineString><coordinates>-111.925883,33.414816,0.0 -111.926112,33.414815,0.0 -111.926288,33.414817,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790491,436790491_BA,,,10709,10165,Major arterial,1,0.00008,1,40,900,4,190,12,,,"<LineString><coordinates>-111.926288,33.414805,0.0 -111.926112,33.414803,0.0 -111.925883,33.414803,0.0</coordinates></LineString>","<LineString><coordinates>-111.926288,33.414817,0.0 -111.926112,33.414815,0.0 -111.925883,33.414816,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790492,436790492_AB,,,10706,10701,Major arterial,1,0.00112,1,40,900,4,190,12,,,"<LineString><coordinates>-111.932795,33.414653,0.0 -111.932713,33.414654,0.0 -111.931480,33.414669,0.0</coordinates></LineString>","<LineString><coordinates>-111.932795,33.414665,0.0 -111.932714,33.414666,0.0 -111.931480,33.414682,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790492,436790492_BA,,,10701,10706,Major arterial,1,0.00112,1,40,900,4,190,12,,,"<LineString><coordinates>-111.931480,33.414694,0.0 -111.932714,33.414679,0.0 -111.932795,33.414678,0.0</coordinates></LineString>","<LineString><coordinates>-111.931480,33.414682,0.0 -111.932714,33.414666,0.0 -111.932795,33.414665,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790493,436790493_AB,,,10078,10705,Major arterial,1,0.00265,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936609,33.414604,0.0 -111.934954,33.414621,0.0 -111.933526,33.414642,0.0</coordinates></LineString>","<LineString><coordinates>-111.936609,33.414616,0.0 -111.934955,33.414633,0.0 -111.933526,33.414654,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790493,436790493_BA,,,10705,10078,Major arterial,1,0.00265,1,40,900,4,190,12,,,"<LineString><coordinates>-111.933526,33.414667,0.0 -111.934955,33.414646,0.0 -111.936609,33.414629,0.0</coordinates></LineString>","<LineString><coordinates>-111.933526,33.414654,0.0 -111.934955,33.414633,0.0 -111.936609,33.414616,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790494,436790494_AB,,,10710,10708,Major arterial,1,0.00089,1,40,900,4,190,12,,,"<LineString><coordinates>-111.929139,33.414687,0.0 -111.927400,33.414696,0.0 -111.927369,33.414693,0.0 -111.926752,33.414700,0.0</coordinates></LineString>","<LineString><coordinates>-111.929139,33.414700,0.0 -111.927400,33.414709,0.0 -111.927369,33.414706,0.0 -111.926752,33.414713,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790494,436790494_BA,,,10708,10710,Major arterial,1,0.00089,1,40,900,4,190,12,,,"<LineString><coordinates>-111.926752,33.414725,0.0 -111.927369,33.414719,0.0 -111.927400,33.414722,0.0 -111.929139,33.414713,0.0</coordinates></LineString>","<LineString><coordinates>-111.926752,33.414713,0.0 -111.927369,33.414706,0.0 -111.927400,33.414709,0.0 -111.929139,33.414700,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790495,436790495_AB,,,10709,10711,Major arterial,1,0.0013,1,40,900,4,190,12,,,"<LineString><coordinates>-111.926288,33.414830,0.0 -111.926485,33.414836,0.0 -111.927366,33.414820,0.0 -111.927398,33.414820,0.0 -111.929139,33.414811,0.0</coordinates></LineString>","<LineString><coordinates>-111.926288,33.414817,0.0 -111.926485,33.414823,0.0 -111.927366,33.414808,0.0 -111.927398,33.414807,0.0 -111.929139,33.414798,0.0</coordinates></LineString>",,,,
East Apache Boulevard,436790495,436790495_BA,,,10711,10709,Major arterial,1,0.0013,1,40,900,4,190,12,,,"<LineString><coordinates>-111.929139,33.414786,0.0 -111.927398,33.414794,0.0 -111.927366,33.414795,0.0 -111.926485,33.414810,0.0 -111.926288,33.414805,0.0</coordinates></LineString>","<LineString><coordinates>-111.929139,33.414798,0.0 -111.927398,33.414807,0.0 -111.927366,33.414808,0.0 -111.926485,33.414823,0.0 -111.926288,33.414817,0.0</coordinates></LineString>",,,,
South Mill Avenue,436790496,436790496_AB,,,10712,10027,Major arterial,1,0.0437,1,40,900,4,190,12,,,"<LineString><coordinates>-111.940027,33.417429,0.0 -111.939979,33.416797,0.0</coordinates></LineString>","<LineString><coordinates>-111.940015,33.417430,0.0 -111.939967,33.416798,0.0</coordinates></LineString>",,,,
South Mill Avenue,436790496,436790496_BA,,,10027,10712,Major arterial,1,0.0437,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939954,33.416799,0.0 -111.940002,33.417431,0.0</coordinates></LineString>","<LineString><coordinates>-111.939967,33.416798,0.0 -111.940015,33.417430,0.0</coordinates></LineString>",,,,
South Mill Avenue,436791111,436791111_AB,,,10713,10714,Major arterial,1,0.00108,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939882,33.418710,0.0 -111.939882,33.418726,0.0</coordinates></LineString>","<LineString><coordinates>-111.939894,33.418710,0.0 -111.939895,33.418726,0.0</coordinates></LineString>",,,,
South Mill Avenue,436791111,436791111_BA,,,10714,10713,Major arterial,1,0.00108,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939907,33.418725,0.0 -111.939907,33.418710,0.0</coordinates></LineString>","<LineString><coordinates>-111.939895,33.418726,0.0 -111.939894,33.418710,0.0</coordinates></LineString>",,,,
South Mill Avenue,436791112,436791112_AB,,,10715,10716,Major arterial,1,0.0159,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939896,33.419552,0.0 -111.939899,33.419782,0.0</coordinates></LineString>","<LineString><coordinates>-111.939908,33.419552,0.0 -111.939912,33.419781,0.0</coordinates></LineString>",,,,
